id,name,ascii,alt_name,lat,long,feat_class,feat_code,country,cc2,admin1,admin2,admin3,admin4,population,elevation,dem,tz,modified_at,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5881791,Abbotsford,Abbotsford,Abbotsford,YXX,Абботсфорд,49.05798,-122.25257,P,PPL,CA,,2,5957659,,,151683,,114,America/Vancouver,2013-04-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5882142,Acton Vale,Acton Vale,,45.65007,-72.56582,P,PPL,CA,,10,16,,,5135,,90,America/Montreal,2008-04-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5882799,Airdrie,Airdrie,Erdri,ai er de li,ayrdray,ayrdry,eeodeuli,Ердри,إيردراي,ائرڈرائ,ایردری,艾尔德里,에어드리,51.30011,-114.03528,P,PPL,CA,,1,,,,24673,,1086,America/Edmonton,2008-04-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6149374,Slave Lake,Slave Lake,Slejv Lejk,YZH,Слејв Лејк,55.28344,-114.76896,P,PPL,CA,,1,,,,7661,,583,America/Edmonton,2008-04-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6149996,Smithers,Smithers,YYD,smydhrz, kwlwmbya albrytanyt,سميذرز، كولومبيا البريطانية,54.78036,-127.17428,P,PPL,CA,,2,,,,5438,,494,America/Vancouver,2008-04-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6150174,Smiths Falls,Smiths Falls,Smiths Falls,YSH,44.90452,-76.02333,P,PPL,CA,,8,6049130,,,10553,,122,America/Toronto,2013-10-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6151264,Sooke,Sooke,,48.37463,-123.72762,P,PPL,CA,,2,,,,6145,,39,America/Vancouver,2008-04-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6151352,Sorel-Tracy,Sorel-Tracy,Sorel,Sorel Trasi,Sorel'-Trasi,Sorel'-Trehsi,Sorel'-Trejsi,swrl-trasy,swryl, trysy, kybk,Сорел Траси,Сорель-Трасі,Сорель-Трейси,Сорель-Трэси,سورل-تراسی,سوريل، تريسي، كيبك,46.03336,-73.11585,P,PPL,CA,,10,16,,,33591,,15,America/Montreal,2010-01-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6152244,South Huron,South Huron,,43.31679,-81.51647,P,PPL,CA,,8,,,,9982,,246,America/Toronto,2013-05-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6154383,Spruce Grove,Spruce Grove,,53.53344,-113.91874,P,PPL,CA,,1,,,,17767,,704,America/Edmonton,2008-04-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6155033,St. Albert,St. Albert,Saint Albert,Sen Alberas,Sent Albert,sant albrt,snt albrt,Сент Алберт,سانت ألبرت,سنت آلبرت,سینٹ البرٹ,სენტ-ალბერტი,53.63344,-113.63533,P,PPL,CA,,1,,,,57719,,663,America/Edmonton,2010-09-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6155721,St. Catharines,St. Catharines,Gorad Sent-Kataryns,Saint Catharines,Sankta Katarino,Sent Katerinsas,Sent Ketrins,Sent-Katarins,Sent-Keterins,St. Catharines,YCM,sant kathrynz,seinteukaeseolinseu,sentokyasarinzu,sheng kai se lin si,Горад Сент-Катарынс,Сент Кетринс,Сент-Катаринс,Сент-Кетерінс,Սենթ Քաթարինս,سانت كاثرينز,سینٹ کیتھرائنز,เซนต์แคเทอรีนส์,სენტ-კატარინსი,セントキャサリンズ,圣凯瑟琳斯,세인트캐서린스,43.17126,-79.24267,P,PPL,CA,,8,6087883,,,131989,,97,America/Toronto,2013-09-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6156102,Steinbach,Steinbach,Stajnbak,Stajnbek,Стайнбек,Стајнбак,سٹین بیچ، مانیٹوبا,سٹینباخ,49.52579,-96.68451,P,PPL,CA,,3,,,,9607,,263,America/Winnipeg,2008-04-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6156244,Stephenville,Stephenville,YJT,48.55001,-58.5818,P,PPL,CA,,5,,,,6278,,15,America/St_Johns,2008-04-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6156307,Stettler,Stettler,,52.31683,-112.71861,P,PPL,CA,,1,,,,5494,,814,America/Edmonton,2008-04-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6157536,Stony Plain,Stony Plain,Stoni Plejn,Стони Плејн,53.53343,-114.00205,P,PPL,CA,,1,,,,8939,,705,America/Edmonton,2008-04-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6157977,Stratford,Stratford,Stratford,Stretford,seuteulaespeodeu,si te la te fu,startfwrd, awntaryw,Стратфорд,Стретфорд,ستارتفورد، أونتاريو,سٹارٹ فورڈ,斯特拉特福,스트랫퍼드,43.36679,-80.94972,P,PPL,CA,,8,,,,30233,,365,America/Toronto,2010-01-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6158023,Strathmore,Strathmore,Stratmor,Стратмор,51.05011,-113.38523,P,PPL,CA,,1,,,,10009,,976,America/Edmonton,2008-04-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6158357,St. Thomas,St. Thomas,Sent Tomas,St. Thomas,YQS,sant twmas, awntaryw,sentotomasu,Сент Томас,سانت توماس، أونتاريو,سینٹ تھامس,セントトーマス,42.77361,-81.18038,P,PPL,CA,,8,,,,36110,,232,America/Toronto,2013-10-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6159232,Summerland,Summerland,,49.59977,-119.66911,P,PPL,CA,,2,,,,6292,,475,America/Vancouver,2008-04-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6159244,Summerside,Summerside,Samersajd,YSU,sa mo sai de,Самерсајд,萨默赛德,46.39593,-63.78762,P,PPL,CA,,9,,,,14808,,16,America/Halifax,2008-04-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6159905,Surrey,Surrey,Sari,Suri,Surrej,sare,seoli,su li,swry,swry, kwlwmbya albrytanyt,Сари,Суррей,Съри,סארי,سوري، كولومبيا البريطانية,سوری,サレー,素里,서리,49.10635,-122.82509,P,PPL,CA,,2,,,,394976,,82,America/Vancouver,2010-09-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6160603,Swift Current,Swift Current,Svift Karent,Svift-Kerrent,YYN,swyft kwrnt,Свифт Карент,Свіфт-Керрент,سويفت كورنت,50.28337,-107.80135,P,PPL,CA,,11,,,,14703,,742,America/Swift_Current,2008-04-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6160806,Sylvan Lake,Sylvan Lake,,52.31681,-114.0853,P,PPL,CA,,1,,,,10518,,933,America/Edmonton,2008-04-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6160919,Taber,Taber,,49.78703,-112.14603,P,PPL,CA,,1,,,,8163,,813,America/Edmonton,2012-07-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6162659,Temiskaming Shores,Temiskaming Shores,,47.49376,-79.71529,P,PPL,CA,,8,,,,10442,,248,America/Toronto,2010-09-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6162949,Terrace,Terrace,Teras,YXT,tyras, kwlwmbya albrytanyt,Терас,تيراس، كولومبيا البريطانية,54.51634,-128.60345,P,PPL,CA,,2,,,,19443,,70,America/Vancouver,2006-01-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6163012,Terrebonne,Terrebonne,Terbon,trbwn, kbk,tyrbwn,Тербон,تربون، کبک,تيربون,45.70004,-73.64732,P,PPL,CA,,10,14,,,94703,,18,America/Montreal,2010-09-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6164499,The Pas,The Pas,De Pa,De-Pa,Le Pas,The Pas,YQD,Де Па,Де-Па,دی پاس، مینی ٹوبا,53.82509,-101.25413,P,PPL,CA,,3,,,,6055,,267,America/Winnipeg,2013-09-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6165406,Thompson,Thompson,Tompson,YTH,twmbswn,Томпсон,تومبسون,تھامپسن، مینی ٹوبا,تھومپسن,55.7435,-97.85579,P,PPL,CA,,3,,,,12467,,205,America/Winnipeg,2008-04-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6165719,Thorold,Thorold,,43.11682,-79.19958,P,PPL,CA,,8,,,,18224,,178,America/Toronto,2010-09-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6166142,Thunder Bay,Thunder Bay,Tander Bej,Tander Bejus,Tander Bėjus,Tander-Bej,Thunder Bay,YQT,sandabei,sang de bei,seondeobei,thandr bay, awntaryw,Тандер Беј,Тандер-Бей,تھنڈر بے,تھنڈربے، انٹاریو,ثاندر باي، أونتاريو,തണ്ടർ ബേ,サンダーベイ,桑德贝,선더베이,48.38202,-89.25018,P,PPL,CA,,8,6166139,,,99334,,191,America/Thunder_Bay,2013-10-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6166739,Timmins,Timmins,Timins,YTS,timinzu,tymns, awntaryw,Тиминс,تيمنس، أونتاريو,ٹیمنز,ティミンズ,48.46686,-81.33312,P,PPL,CA,,8,,,,42997,,301,America/Toronto,2010-09-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6167865,Toronto,Toronto,Gorad Taronta,Torontas,Toronto,Torontu,Torontum,Torontó,YTO,duo lun duo,roranro,taronto,teareantea,tho rxn to,tolonto,toramto,toranto,toronto,twrntw,twrwntw,Τορόντο,Горад Таронта,Торонто,Տորոնտո,טאראנטא,טורונטו,تورنتو,تورونتو,ٹورانٹو,ٹورنٹو,टोरण्टो,टोरन्टो,टोराँटो,तोरन्तो,টরোন্টো,ਟੋਰਾਂਟੋ,ரொறன்ரோ,టొరంటో,ಟೊರಾಂಟೋ,ടോറോണ്ടോ,โทรอนโต,တိုရွန်တိုမြို့,ტორონტო,トロント,多伦多,토론토,43.70011,-79.4163,P,PPLA,CA,,8,,,,4612191,,175,America/Toronto,2013-03-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6168326,Trail,Trail,Trejl,YZZ,trayl, kwlwmbya albrytanyt,Трејл,ترايل، كولومبيا البريطانية,49.09983,-117.70223,P,PPL,CA,,2,,,,9707,,422,America/Vancouver,2008-04-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6169141,Trois-Rivières,Trois-Rivieres,Gorad Trua-Ryuer,Troa Rivjer,Troa rivier,Trois-Rivieres,Trois-Rivières,Trua Rivjeras,Trua-Riv'er,YRQ,san he shi,torowaribieru,torowarivu~ieru,trwa ryfyyr,trwa rywyr,Горад Труа-Рыўер,Троа Ривјер,Троа ривиер,Труа-Ривьер,Труа-Рів'єр,تروا ريفيير,تروا ریویر,トロワリビエール,トロワリヴィエール,三河市,46.34515,-72.5477,P,PPL,CA,,10,4,,,119693,,29,America/Montreal,2013-10-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6169587,Truro,Truro,Truro,XLZ,Труро,45.36685,-63.26538,P,PPL,CA,,7,,,,20650,,17,America/Halifax,2006-01-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6173012,Val-des-Monts,Val-des-Monts,,45.6501,-75.66604,P,PPL,CA,,10,7,,,9539,,141,America/Montreal,2008-07-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6173017,Val-d'Or,Val-d'Or,Val d'Or,Val'-d'Or,Val-d'Or,Val-d’Or,fal dwr, kybk,wal-dwr,Вал д'Ор,Валь-д'Ор,فال دور، كيبك,وال-دور,48.10018,-77.7828,P,PPL,CA,,10,8,,,31123,,314,America/Montreal,2010-09-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6173331,Vancouver,Vancouver,Ban'kouber,Fankoever,Gorad Vankuver,Vancouver,Vancuverium,Vankuver,Vankuvera,Vankuveris,Vankuvero,Vankuvur,Vankūvera,Venkuver,Venkûver,Wankuwer,Wankuwér,YVR,baenkubeo,bankuba,bankuba shi,bhyanakubhara,fankwfr,vainakuvara,vainkuvara,vankuvar,vhamkuvhara,wen ge hua,wnkwwr,wnkwwr, brytysh klmbya,wnqwbr,wynkwwr,Βανκούβερ,Ванкувер,Ванкувър,Горад Ванкувер,Վանկուվեր,ונקובר,فانكوفر,ونکوور,ونکوور، بریتیش کلمبیا,وینکوور,वैंकूवर,व्हँकूव्हर,ভ্যানকুভার,ਵੈਨਕੂਵਰ,வான்கூவர்,แวนคูเวอร์,ཝན་ཁུ་ཝེར།,ဗန်ကူးဗားမြို့,ვანკუვერი,バンクーバー,バンクーバー市,溫哥華,밴쿠버,49.24966,-123.11934,P,PPL,CA,,2,,,,1837969,,70,America/Vancouver,2012-07-01,,,,,,,,,,,,,,,,,,,,,,
6173508,Varennes,Varennes,,45.68338,-73.43246,P,PPL,CA,,10,16,,,20950,,15,America/Montreal,2010-09-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6173570,Vaudreuil-Dorion,Vaudreuil-Dorion,Vodrej Dorion,fwdrwydwrywn, kybk,wwdrwy-dwrywn,Водреј Дорион,فودرويدوريون، كيبك,وودروی-دوریون,45.40008,-74.03251,P,PPL,CA,,10,16,,,25789,,22,America/Montreal,2010-09-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6173577,Vaughan,Vaughan,Von,fawjan, awntaryw,vu~on,wang shi,Вон,فاوجان، أونتاريو,وان، انٹاریو,واگھن,ヴォーン,旺市,43.8361,-79.49827,P,PPL,CA,,8,,,,238866,,218,America/Toronto,2011-12-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6173635,Vegreville,Vegreville,,53.50015,-112.05182,P,PPL,CA,,1,,,,5678,,635,America/Edmonton,2008-04-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6173864,Vernon,Vernon,Vernon,YVE,fyrnwn, kwlwmbya albrytanyt,Вернон,فيرنون، كولومبيا البريطانية,ورنون، برٹش کولمبیا,50.25809,-119.26905,P,PPL,CA,,2,,,,47274,,380,America/Vancouver,2008-04-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6174041,Victoria,Victoria,Victoria,Victòria,Viktori,Viktoria,Viktoria Vretanikis Kolomvias,Viktorija,Viktorio,Wiktoriye,YYJ,bigtolia,bikutoria,fktwrya , kwlwmbya albrytanyt,vhiktoriya,viktoriya,vu~ikutoria,wei duo li ya,wiktxreiy,wyktwrya, brytysh klmbya,wyqtwryh,Βικτωρία Βρετανικής Κολομβίας,Виктори,Виктория,Викторија,Вікторія,ויקטוריה,فكتوريا ، كولومبيا البريطانية,وکٹوریا,وکٹوریا، برٹش کولمبیا,ویکتوریا، بریتیش کلمبیا,व्हिक्टोरिया,விக்டோரியா,วิกตอเรีย,ვიქტორია,ビクトリア,ヴィクトリア,維多利亞,빅토리아,48.43294,-123.3693,P,PPLA,CA,,2,,,,289625,,6,America/Vancouver,2013-03-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6174151,Victoriaville,Victoriaville,Viktoriavill,Viktorijavil,Viktorijavil',bikutoriabiru,fyktwrya fyl, kybk,wyktwryawyl,Викториавилл,Викторијавил,Вікторіявіль,فيكتوريا فيل، كيبك,ویکتوریاویل,ビクトリアビル,46.05007,-71.96579,P,PPL,CA,,10,4,,,34426,,131,America/Montreal,2008-04-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6175059,Wainwright,Wainwright,,52.83904,-110.85723,P,PPL,CA,,1,,,,5380,,678,America/Edmonton,2008-04-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6176421,Wasaga Beach,Wasaga Beach,Wasaga,Wasaga Beach,44.5168,-80.01637,P,PPL,CA,,8,,,,7567,,188,America/Toronto,2010-03-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6176823,Waterloo,Waterloo,Vaterloo,Voterlu,hua tie lu,u~otaru,watrlw,Ватерлоо,Вотерлу,واترلو,ウォータールー,滑鐵盧,43.4668,-80.51639,P,PPL,CA,,8,,,,97475,,325,America/Toronto,2010-01-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6177869,Welland,Welland,Veland,Velland,u~erando,wellaendeu,wyland, awntaryw,Веланд,Велланд,ويلاند، أونتاريو,ویلینڈ,ウェランド,웰랜드,42.98342,-79.24958,P,PPL,CA,,8,,,,50331,,180,America/Toronto,2010-09-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6178582,West End,West End,,49.28333,-123.13333,P,PPL,CA,,2,,,,44560,,49,America/Vancouver,2013-09-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6179138,Westlock,Westlock,,54.15016,-113.86876,P,PPL,CA,,1,,,,5067,,651,America/Edmonton,2008-04-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6179226,Westmount,Westmount,Uehstmaunt,Vestmaunt,wysmawnt, kybk,Вестмаунт,Уэстмаунт,ويسماونت، كيبك,45.48341,-73.59918,P,PPL,CA,,10,,,,20494,,52,America/Montreal,2010-09-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6179602,Wetaskiwin,Wetaskiwin,,52.96683,-113.36869,P,PPL,CA,,1,,,,11302,,758,America/Edmonton,2008-04-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6179652,Weyburn,Weyburn,,49.66675,-103.85109,P,PPL,CA,,11,,,,9362,,568,America/Regina,2008-04-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6180144,Whistler,Whistler,Uislur,Uistler,Visler,Vistler,Vistlera,Vistleris,Whistler Village,Whistler i British Columbia,YWS,hwiseulleo,u~isura,wei shi na,wystlr, kwlwmbya albrytanyt,Вислер,Вістлер,Уислър,Уистлер,ويستلر، كولومبيا البريطانية,ウィスラー,威士拿,휘슬러,50.1164,-122.96946,P,PPL,CA,,2,,,,10600,,688,America/Vancouver,2013-07-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6180285,Whitecourt,Whitecourt,Vajtkort,YZU,Вајткорт,54.15015,-115.68548,P,PPL,CA,,1,,,,8763,,689,America/Edmonton,2008-04-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6180550,Whitehorse,Whitehorse,Equus Albus,Gorad Uajtkhors,Gouaitchors,Uajtkhors,Vaithorsas,Vajtkhors,Vaythors,Whitehorse,YXY,bai ma shi,howaitohosu,hwaiteuhoseu,vait'hars,wayt hwrs , ywkwn,Γουάιτχορς,Вайтхорс,Вајтхорс,Горад Уайтхорс,Уайтхорс,وائٹ ہارس,وايت هورس ، يوكون,வைட்ஹார்ஸ்,უაიტჰორსი,ホワイトホース,白馬市,화이트호스,60.71611,-135.05375,P,PPLA,CA,,12,,,,23272,707,630,America/Whitehorse,2010-07-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6180961,White Rock,White Rock,Vajt Rok,White Rock,bai shi,howaitorokku,hwaiteulog,wayt rwk, kwlwmbya albrytanyt,Вајт Рок,وائٹ راک,وايت روك، كولومبيا البريطانية,ホワイトロック,白石,화이트록,49.01636,-122.8026,P,PPL,CA,,2,5915,,,66450,,-9999,America/Vancouver,2013-08-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6182212,Williams Lake,Williams Lake,Williams,YWL,wei lian mu si hu,wlymzlyk,ولیمزلیک,威廉姆斯湖,52.14153,-122.14451,P,PPL,CA,,2,,,,14168,,674,America/Vancouver,2008-04-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6182959,Windsor,Windsor,Vindzor,Виндзор,45.56678,-71.99909,P,PPL,CA,,10,5,,,5408,,173,America/Montreal,2010-01-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6182962,Windsor,Windsor,Uinsor,Vindzor,Vindzoras,Vinzor,Windsor,YQG,u'indasara,uindzori,uinza,u~inza,wen sha,winjeo,wyndzr,wyndzwr,Виндзор,Винзор,Віндзор,Уинсор,ونڈسر، انٹاریو,ونڈسور,ويندزر,ویندزور,উইন্ডসর,უინძორი,ウィンザー,ウインザー,温莎,윈저,42.30008,-83.01654,P,PPL,CA,,8,,,,278013,,190,America/Toronto,2012-05-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6183204,Winkler,Winkler,,49.1817,-97.94104,P,PPL,CA,,3,,,,8270,,271,America/Winnipeg,2008-04-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6183235,Winnipeg,Winnipeg,Gorad Vinipeg,Gouinipenk,Uinipeg,Uinnipeg,Vinipeg,Vinipega,Vinipegas,Vinipego,Vinnipeg,Vinnipega,Vinnipeq,WPG,Winnipeg,Winnipeg City,Winnipég,YWG,u~inipegu,vinipega,vinippek,wen ni bo,win ni phek,winipeg,wny pyg,wnypg,wynybygh,wynypg,Γουίνιπεγκ,Винипег,Виннипег,Вінніпег,Вінніпеґ,Горад Вініпег,Уинипег,Уиннипег,ויניפג,ونی پیگ,ونیپگ,وينيبيغ,وینیپگ,विनिपेग,வினிப்பெக்,วินนิเพก,ဝင်နီပက်မြို့,უინიპეგი,ᐄᐧᓂᐯᐠ,ウィニペグ,温尼伯,위니펙,49.8844,-97.14704,P,PPLA,CA,,3,,,,632063,,245,America/Winnipeg,2013-09-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6184365,Woodstock,Woodstock,Vudstok,wwdstwk, awntaryw,Вудсток,وودستوك، أونتاريو,وڈسٹوک,43.13339,-80.7497,P,PPL,CA,,8,,,,33892,,299,America/Toronto,2010-01-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6185217,Yarmouth,Yarmouth,Jarmut,YQI,Yarmouth,yameoseu,Ярмут,야머스,43.83345,-66.11557,P,PPL,CA,,7,,,,7500,,26,America/Halifax,2008-04-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6185377,Yellowknife,Yellowknife,Cultellus Flavus,Ellounajf,Gorad Elaunajf,Jehllounajf,Jellounajf,Jelounaifas,Jelounajf,YZF,Yellounayf,Yellowknife,huang dao zhen,ielounaipi,ieronaifu,ye luo na fu,yellonaipeu,yelonaihp,ylw nayf,ylwnayf,ylwnyyp,Єллоунайф,Јелоунајф,Горад Елаўнайф,Йеллоунайф,Йелоунайф,Йэллоунайф,ילונייף,يلونايف,یلو نائف,یلونایف,யெலோனைஃப்,იელოუნაიფი,イエローナイフ,耶罗纳夫,黃刀鎮,옐로나이프,62.456,-114.35255,P,PPLA,CA,,13,,,,15865,,248,America/Yellowknife,2010-07-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
